14.1452,1.39473,-1.71414,0.93827,2212,1
5.36054,1.22157,-1.84079,0.93827,-2212,1
6.92123,2.36229,2.02489,0.13957,-211,1
2.67246,-0.27409,-1.3294,0.13957,-211,1
1.03996,-0.236263,-1.16529,0.13957,211,1
1.75876,0.439542,-2.16041,0.49368,-321,1
0.332813,0.808157,-1.52618,0.13957,211,1
6.26392,1.42952,-1.87697,0.93957,2112,0
3.52926,1.22149,-1.69887,0.93827,-2212,1
1.68523,1.33938,-1.86574,0.13957,211,1
18.7244,1.37427,-1.77367,0.13957,-211,1
9.2558,1.40868,-1.79401,0.13957,211,1
11.5987,1.40352,-1.79336,0.13957,-211,1
54.236,1.39441,-1.79574,0.13957,211,1
26.0418,1.38306,-1.78895,0.13957,-211,1
26.1097,-1.38288,-0.71342,0.13957,211,1
2.48609,-0.69852,-0.582191,0.13957,211,1
3.43693,-0.926874,-0.807659,0.13957,-211,1
13.9017,2.30057,1.45847,0.13957,211,1
33.7119,2.22864,1.39325,0.93957,2112,0
10.5811,2.2392,1.3521,0.93827,-2212,1
31.9342,2.23804,1.31393,0.13957,211,1
17.1213,2.21324,1.32646,0.49368,-321,1
5.38345,2.25463,1.28474,0.13957,211,1
5.09457,2.11459,1.41349,0.13957,-211,1
0.110546,2.11542,2.14741,0.13957,211,1
4.60151,2.18755,1.49558,0.13957,-211,1
0.982144,2.19828,2.17344,0.13957,211,1
0.31478,0.354924,-1.77256,0.13957,211,1
2.19542,1.37979,-1.62961,0.13957,-211,1
1.32586,1.31498,-1.86145,0.13957,211,1
1.58834,1.5977,-1.69148,0.93827,2212,1
0.394747,6.82778,-0.334854,0.13957,211,1
15.9735,2.3261,2.03714,0.13957,-211,1
1.9132,2.44276,1.80475,0.13957,-211,1
0.789547,2.29673,2.79023,0.93827,2212,1
2.92648,1.48819,2.09212,0.49368,-321,1
1.2303,1.30778,2.03479,0.13957,-211,1
0.476872,1.93801,3.02237,0.13957,211,1
1.07034,1.27334,2.16011,0.13957,-211,1
0.926068,-1.86074,-2.57065,0.49368,321,1
0.26039,-3.22568,0.726401,0.49368,-321,1
0.419841,-7.4665,0.903464,0.49368,321,1
3.84533,1.10124,-1.60702,0.49761,130,0
3.36017,1.33348,-1.70494,0.49761,130,0
1.05195,-0.901438,-0.79941,0.13957,-211,1
3.13154,-0.159554,-0.524725,0.49368,321,1
1.79211,-0.31147,-0.541763,0.49761,130,0
109.655,2.26188,1.42133,0.13957,211,1
11.7351,2.23223,1.43098,0.13957,-211,1
14.9415,2.11905,1.29959,0.49761,130,0
2.92117,2.149,1.79685,0.13957,211,1
0.436395,2.59002,1.60629,0.13957,-211,1
11.8463,1.51025,-1.72646,0.13957,211,1
3.04324,1.4047,-1.71736,0.13957,-211,1
1.03494,0.891231,-1.15617,0.13957,-211,1
0.4256,3.15532,2.32602,0.49368,-321,1
0.161255,4.19958,-2.23399,0.13957,211,1
0.102843,5.27953,0.681793,0.13957,-211,1
0.789609,5.88414,-0.027797,0.13957,211,1
0.41855,6.83512,-2.43607,0.13957,-211,1
0.300828,6.5942,-1.6137,0.13957,-211,1
0.375087,9.08811,0.833375,0.93827,2212,1
15.0373,2.29452,1.94632,0.13957,211,1
5.6322,2.3252,2.10825,0.13957,211,1
0.18737,1.57413,1.29227,0.13957,211,1
0.159143,1.74389,-2.12478,0.13957,211,1
1.38293,1.56761,2.25874,0.13957,-211,1
0.442048,-1.05645,-2.57563,0.49368,321,1
0.316982,-0.864152,0.668239,0.13957,-211,1
0.328538,-3.70889,0.54083,0.13957,211,1
0.364051,-5.35886,-2.76749,0.13957,-211,1
0.368708,-8.36614,-0.536801,0.49368,-321,1
0.164173,-9.14439,2.98047,0.13957,211,1
0.351634,-8.82786,-2.11361,0.93957,2112,0
0.424259,-8.64476,-1.86558,0.13957,-211,1
0.217857,-7.65889,0.732554,0.13957,211,1
0.877521,0.22999,-1.41417,0.49761,130,0
4.58872,2.53974,1.88225,0.13957,211,1
0.836176,2.04895,1.71676,0.13957,-211,1
0.177485,2.22924,1.74676,0.13957,211,1
0.169706,-0.766255,-1.44553,0,22,0
0.807594,-0.614636,-1.11247,0,22,0
0.234018,0.668438,-2.48186,0.13957,211,1
0.173317,-0.547303,-1.76569,0.13957,-211,1
0.0135241,2.10105,-0.852082,0,22,0
0.422881,1.31729,-2.69595,0,22,0
1.80339,0.971976,-1.56846,0,22,0
1.68541,0.902098,-1.60177,0,22,0
0.998893,1.37,-1.91131,0.13957,211,1
