1.26833,-1.84839,1.87613,0,22,0
1.46037,3.64915,-0.330045,0.49368,-321,1
0.71315,3.90527,-0.00531832,0.13957,211,1
7.98847,2.33561,1.0277,0.49368,-321,1
5.45101,0.415009,-2.41279,0.13957,211,1
2.28885,0.506289,-2.71707,0.13957,-211,1
9.60532,0.128524,-2.22942,0.93827,2212,1
4.55094,0.171658,-1.9661,0.49368,-321,1
2.27852,0.463144,-2.66461,0.13957,211,1
0.963918,-0.285163,-2.16797,0.13957,-211,1
26.8221,-0.0054049,-2.32751,0.13957,-211,1
15.2248,-0.0679873,-2.32904,0.13957,211,1
18.1135,0.0160622,-2.30995,0.13957,-211,1
1.07699,2.03862,-2.81989,0.93957,2112,0
0.449489,1.93775,3.01137,0.49368,-321,1
0.428445,0.15651,1.52896,0.49368,321,1
0.311602,0.962,0.921815,0.13957,-211,1
1.5429,-1.09453,2.69833,0.13957,211,1
0.189115,-2.36427,2.86488,0.13957,-211,1
0.300972,-8.19239,-1.18558,0.13957,211,1
0.775653,-8.59828,-1.40158,0.49368,-321,1
0.296096,-6.74988,-0.555305,0.49368,-321,1
0.11936,-6.67714,1.0899,0.13957,211,1
0.175197,-2.13718,1.2914,0.13957,-211,1
0.232657,-3.21105,-1.53344,0.49368,321,1
0.747295,-2.22743,1.00435,0.49368,-321,1
0.247984,-3.08822,-0.297395,0.49368,321,1
1.10868,-0.991964,-0.0357572,0.13957,-211,1
0.129061,-1.41572,-1.41581,0.13957,211,1
0.998445,-1.57691,0.117604,0.49368,321,1
1.01701,-0.995305,1.29135,0.13957,-211,1
70.3977,-0.761685,0.436743,0.13957,-211,1
0.202241,-7.59041,-1.9712,0.13957,-211,1
0.475436,-6.04339,2.85178,0.13957,211,1
0.681129,-3.36511,-0.597923,0.49368,-321,1
0.647295,-3.79955,1.7451,0.13957,211,1
0.341147,-3.656,-2.52223,0.13957,-211,1
0.233728,-0.791426,-1.07992,0.13957,211,1
0.209273,-2.57899,1.0189,0.13957,211,1
0.525517,1.76298,-2.98232,0.13957,-211,1
0.0990251,7.76082,0.343932,0.93957,2112,0
0.25021,7.20491,2.57164,0.93957,-2112,0
1.55788,0.773911,1.34494,0.49368,-321,1
5.52332,0.734076,1.46511,0.49368,321,1
1.11338,1.02411,1.69709,0.49368,-321,1
0.0982316,1.79497,0.733261,0.13957,211,1
2.63938,1.39675,-0.809069,0.13957,-211,1
1.82637,1.69477,-0.323445,0.13957,211,1
0.059228,3.91922,-1.00989,0.13957,211,1
0.965585,2.97186,0.414034,0.13957,211,1
0.37973,4.26926,0.15966,0.13957,-211,1
0.855369,5.19286,-2.53319,0.93957,2112,0
